/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core NGRIP [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824867, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: https://en.wikipedia.org/wiki/North_Greenland_Ice_Core_Project)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 8 m * MAXIMUM DEPTH, ice/snow: 3082 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	15986 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
2201	45.92570		45.34170	0.14977	0.0998	0.2099	58.72
2202	45.97350		45.39490	0.14250	0.1087	0.2098	58.76
2203	46.01740		45.44390	0.13745	0.1115	0.2097	58.80
2204	46.06010		45.49090	0.14476	0.1138	0.2094	58.84
2205	46.10210		45.53930	0.13767	0.1101	0.2094	58.89
2206	46.14550		45.58660	0.14163	0.1103	0.2093	58.95
2207	46.18880		45.63410	0.13648	0.1062	0.2091	59.03
2208	46.23380		45.68090	0.13372	0.1121	0.2092	59.12
2209	46.27640		45.72600	0.12540	0.1134	0.2092	59.21
2210	46.31860		45.76890	0.13399	0.1158	0.2092	59.32
2211	46.35990		45.81280	0.13461	0.1091	0.2092	59.44
2212	46.40370		45.85740	0.14092	0.1090	0.2093	59.57
2213	46.44750		45.90310	0.13938	0.1066	0.2093	59.72
2214	46.49240		45.94970	0.12819	0.1198	0.2094	59.87
2215	46.53220		45.99390	0.12505	0.1173	0.2095	60.04
2216	46.57290		46.03550	0.12281	0.1348	0.2095	60.24
2217	46.60830		46.07620	0.12708	0.1302	0.2097	60.46
2218	46.64500		46.11600	0.12704	0.1301	0.2095	60.59
2219	46.68160		46.15880	0.13205	0.1314	0.2090	60.72
2220	46.71800		46.20260	0.12852	0.1344	0.2087	61.08
2221	46.75370		46.24460	0.13072	0.1216	0.2083	61.47
2222	46.79320		46.28450	0.13215	0.0788	0.2079	61.90
2223	46.85420		46.32390	0.14708	0.0682	0.2077	62.49
2224	46.92480		46.36090	0.15536	0.0645	0.2074	63.16
2225	46.99960		46.39940	0.16430	0.0656	0.2071	63.86
2226	47.07320		46.43760	0.17699	0.0653	0.2069	64.53
2227	47.14720		46.47660	0.16522	0.0626	0.2067	65.15
2228	47.22450		46.51350	0.17595	0.0679	0.2065	65.77
2229	47.29580		46.54920	0.15846	0.0622	0.2062	66.32
2230	47.37380		46.58440	0.16811	0.0612	0.2057	66.81
2231	47.45320		46.61770	0.17168	0.0597	0.2052	67.20
2232	47.53480		46.65250	0.17229	0.0610	0.2048	67.48
2233	47.61490		46.68830	0.16922	0.0574	0.2043	67.64
2234	47.70020		46.72450	0.18612	0.0629	0.2037	67.68
2235	47.77820		46.76200	0.28407	0.0590	0.2033	67.75
2236	47.86150		46.80710	0.32222	0.0575	0.2027	67.69
2237	47.94730		46.87390	0.33159	0.0558	0.2022	67.39
2238	48.03590		46.95270	0.31466	0.0563	0.2018	66.99
2239	48.12400		47.03520	0.30350	0.0567	0.2013	66.51
2240	48.21160		47.11840	0.30264	0.0606	0.2010	65.98
2241	48.29360		47.20420	0.26653	0.0609	0.2006	65.46
2242	48.37540		47.28670	0.28298	0.0662	0.2001	64.93
2243	48.45090		47.37430	0.27847	0.0789	0.1997	64.44
2244	48.51440		47.46370	0.26282	0.0819	0.1993	64.03
2245	48.57560		47.55370	0.26996	0.0745	0.1989	63.66
2246	48.64310		47.64360	0.23830	0.0844	0.1985	63.31
2247	48.70280		47.73400	0.24681	0.0863	0.1981	63.04
2248	48.76130		47.82100	0.24735	0.0870	0.1977	62.81
2249	48.81940		47.91140	0.24956	0.0965	0.1972	62.64
2250	48.87200		48.00450	0.24363	0.1041	0.1969	62.52
2251	48.92080		48.09680	0.23871	0.1046	0.1966	62.45
2252	48.96940		48.18750	0.22079	0.0982	0.1963	62.41
2253	49.02130		48.27320	0.21769	0.0897	0.1960	62.41
2254	49.07820		48.35650	0.19919	0.0955	0.1957	62.44
2255	49.13170		48.43430	0.16893	0.0988	0.1953	62.28
2256	49.18350		48.50420	0.16495	0.1015	0.1948	62.14
2257	49.23410		48.56920	0.18394	0.0805	0.1943	61.99
2258	49.29800		48.64010	0.16235	0.0697	0.1938	61.84
2259	49.37210		48.70360	0.16409	0.0711	0.1934	61.70
2260	49.44480		48.76520	0.15102	0.0729	0.1930	61.57
2261	49.51590		48.82560	0.14231	0.0747	0.1926	61.42
2262	49.58540		48.88040	0.14348	0.0813	0.1921	61.26
2263	49.64930		48.93190	0.15399	0.0885	0.1916	61.10
2264	49.70830		48.98460	0.16947	0.0875	0.1912	60.91
2265	49.76810		49.04160	0.15989	0.0891	0.1907	60.71
2266	49.82690		49.10090	0.15480	0.0844	0.1902	60.47
2267	49.88920		49.15760	0.15094	0.0854	0.1897	60.22
2268	49.95090		49.21260	0.18954	0.0802	0.1892	59.95
2269	50.01680		49.27620	0.21802	0.0900	0.1886	59.69
2270	50.07580		49.35290	0.21253	0.0863	0.1881	59.42
2271	50.13740		49.43200	0.20624	0.0876	0.1875	59.19
2272	50.19820		49.50880	0.20017	0.0879	0.1869	58.95
2273	50.25910		49.58410	0.16898	0.0855	0.1864	58.71
2274	50.32180		49.65280	0.17020	0.0911	0.1859	58.48
2275	50.38090		49.71620	0.16670	0.0899	0.1853	58.25
2276	50.44080		49.78000	0.17545	0.0929	0.1848	58.04
2277	50.49910		49.84400	0.17294	0.0946	0.1843	57.84
2278	50.55650		49.91030	0.18423	0.0906	0.1839	57.64
2279	50.61650		49.97740	0.16482	0.0973	0.1835	57.50
2280	50.67250		50.04310	0.17253	0.0937	0.1831	57.41
2281	50.73080		50.10590	0.17064	0.0901	0.1827	57.31
2282	50.79150		50.16940	0.17086	0.0907	0.1824	57.22
2283	50.85200		50.23260	0.17560	0.0953	0.1819	57.12
2284	50.90970		50.29710	0.16487	0.0936	0.1815	57.03
2285	50.96850		50.36010	0.16725	0.0969	0.1812	56.93
2286	51.02550		50.42190	0.16248	0.0920	0.1809	56.83
2287	51.08560		50.48270	0.15993	0.0991	0.1806	56.74
2288	51.14150		50.54220	0.16708	0.0918	0.1804	56.63
2289	51.20180		50.60360	0.15586	0.0975	0.1801	56.53
2290	51.25880		50.66230	0.16190	0.0993	0.1798	56.42
2291	51.31480		50.72250	0.16818	0.0955	0.1796	56.30
2292	51.37310		50.78490	0.16661	0.0935	0.1793	56.17
2293	51.43270		50.84750	0.15805	0.0899	0.1791	56.03
2294	51.49480		50.90750	0.16003	0.0958	0.1789	55.90
2295	51.55320		50.96840	0.16183	0.0885	0.1787	55.77
2296	51.61640		51.02740	0.14924	0.1015	0.1786	55.73
2297	51.67150		51.08830	0.15983	0.1092	0.1784	55.69
2298	51.72290		51.14540	0.14997	0.1015	0.1783	55.65
2299	51.77810		51.20630	0.14663	0.1083	0.1782	55.59
2300	51.82990		51.26410	0.15178	0.1039	0.1781	55.53
2301	51.88400		51.32120	0.15417	0.1034	0.1779	55.48
2302	51.93830		51.38090	0.15951	0.1016	0.1778	55.45
2303	51.99370		51.44160	0.14894	0.0942	0.1777	55.43
2304	52.05350		51.50370	0.16023	0.1014	0.1776	55.41
2305	52.10900		51.56320	0.13913	0.1030	0.1776	55.39
2306	52.16370		51.62540	0.12880	0.0994	0.1776	55.38
2307	52.22030		51.68010	0.13771	0.1079	0.1775	55.38
2308	52.27250		51.73220	0.12878	0.1072	0.1775	55.38
2309	52.32510		51.78690	0.13400	0.1045	0.1773	55.41
2310	52.37900		51.83930	0.13463	0.1091	0.1773	55.43
2311	52.43070		51.89340	0.13702	0.1156	0.1772	55.46
2312	52.47950		51.94780	0.14763	0.1072	0.1772	55.49
2313	52.53220		52.00380	0.13715	0.1051	0.1771	55.52
2314	52.58590		52.06280	0.13469	0.1127	0.1770	55.55
2315	52.63610		52.11820	0.13921	0.1137	0.1769	55.58
2316	52.68580		52.17310	0.12808	0.1081	0.1769	55.61
2317	52.73810		52.22890	0.12868	0.1153	0.1768	55.64
2318	52.78710		52.28100	0.13184	0.1086	0.1768	55.67
2319	52.83920		52.33360	0.12623	0.1125	0.1768	55.70
2320	52.88950		52.38700	0.11916	0.1102	0.1767	55.73
2321	52.94090		52.43820	0.12837	0.1039	0.1767	55.77
2322	52.99530		52.48720	0.13078	0.1098	0.1767	55.80
2323	53.04690		52.53970	0.12199	0.1087	0.1767	55.90
2324	53.09900		52.59220	0.12091	0.1069	0.1767	56.03
2325	53.15190		52.64110	0.12721	0.1073	0.1767	56.21
2326	53.20470		52.68940	0.11954	0.1110	0.1767	56.39
2327	53.25560		52.73980	0.12691	0.1141	0.1767	56.57
2328	53.30530		52.78730	0.12690	0.1192	0.1767	56.75
2329	53.35270		52.83790	0.12243	0.1170	0.1767	56.92
2330	53.40110		52.88670	0.12478	0.1113	0.1765	57.10
2331	53.45200		52.93670	0.13221	0.1135	0.1765	57.28
2332	53.50190		52.98920	0.12509	0.1195	0.1766	57.46
2333	53.54930		53.03940	0.12627	0.1197	0.1766	57.64
2334	53.59660		53.08980	0.12823	0.1114	0.1766	57.82
2335	53.64740		53.14080	0.12778	0.1128	0.1766	58.00
2336	53.69760		53.19170	0.12347	0.1142	0.1767	58.19
2337	53.74720		53.24130	0.12008	0.1179	0.1767	58.36
2338	53.79520		53.28970	0.11491	0.1257	0.1768	58.54
2339	53.84020		53.33630	0.11702	0.1183	0.1768	58.72
2340	53.88800		53.38260	0.12289	0.1008	0.1769	58.92
2341	53.94400		53.43040	0.12040	0.1018	0.1770	59.11
2342	53.99950		53.47880	0.11617	0.1207	0.1771	59.39
2343	54.04630		53.52460	0.11948	0.1089	0.1772	59.81
2344	54.09810		53.56830	0.13235	0.1248	0.1773	60.23
2345	54.14320		53.61280	0.13440	0.0919	0.1771	60.60
2346	54.20470		53.66090	0.13765	0.0727	0.1769	61.06
2347	54.28240		53.70750	0.13951	0.0711	0.1768	61.61
2348	54.36190		53.75220	0.14561	0.0644	0.1770	62.17
2349	54.44960		53.79500	0.14196	0.0626	0.1770	62.72
2350	54.53980		53.83560	0.15468	0.0645	0.1769	63.19
2351	54.62760		53.87950	0.18350	0.0610	0.1766	63.57
2352	54.72030		53.93130	0.18247	0.0720	0.1764	63.85
2353	54.79900		53.98490	0.15331	0.0788	0.1762	64.02
2354	54.87100		54.03320	0.16781	0.0959	0.1759	64.11
2355	54.93030		54.08370	0.14443	0.0788	0.1755	64.20
2356	55.00260		54.13100	0.19180	0.0578	0.1752	64.27
2357	55.10150		54.18870	0.23620	0.0601	0.1751	64.27
2358	55.19640		54.26250	0.23549	0.0610	0.1752	64.27
2359	55.29000		54.34160	0.25284	0.0663	0.1748	64.35
2360	55.37630		54.42790	0.25490	0.0948	0.1743	64.46
2361	55.43680		54.51830	0.24554	0.0941	0.1742	64.66
2362	55.49770		54.60440	0.25814	0.0945	0.1741	64.89
2363	55.55850		54.69260	0.21864	0.1116	0.1740	65.13
2364	55.61000		54.77270	0.20166	0.1063	0.1738	65.14
2365	55.66420		54.84800	0.16847	0.0955	0.1734	65.17
2366	55.72460		54.91250	0.20843	0.0723	0.1731	65.19
2367	55.80440		54.98230	0.29035	0.0639	0.1727	65.23
2368	55.89500		55.07500	0.28546	0.0643	0.1724	65.30
2369	55.98520		55.17190	0.28674	0.0635	0.1720	65.34
2370	56.07670		55.26750	0.26863	0.0654	0.1716	65.36
2371	56.16580		55.35770	0.19057	0.0671	0.1712	65.32
2372	56.25280		55.42570	0.19297	0.0661	0.1709	65.23
2373	56.34140		55.48870	0.19195	0.0774	0.1706	65.10
2374	56.41710		55.55220	0.16174	0.0762	0.1702	64.94
2375	56.49420		55.60730	0.16835	0.0828	0.1699	64.75
2376	56.56530		55.66410	0.24447	0.0907	0.1696	64.56
2377	56.63030		55.72870	0.27345	0.0954	0.1693	64.38
2378	56.69220		55.81370	0.26854	0.0982	0.1690	64.21
2379	56.75240		55.90840	0.26881	0.0873	0.1687	64.04
2380	56.82030		56.00300	0.25727	0.0862	0.1685	63.84
2381	56.88920		56.09850	0.24744	0.0880	0.1682	63.66
2382	56.95670		56.19130	0.24741	0.0883	0.1679	63.49
2383	57.02420		56.28300	0.20896	0.0967	0.1676	63.49
2384	57.08590		56.36860	0.20962	0.0864	0.1673	63.23
2385	57.15510		56.44950	0.19049	0.0932	0.1670	63.00
2386	57.21930		56.52820	0.17218	0.0884	0.1667	62.79
2387	57.28710		56.59980	0.16268	0.0904	0.1665	62.62
2388	57.35360		56.66570	0.15724	0.0939	0.1663	62.48
2389	57.41760		56.72900	0.17626	0.0936	0.1660	62.38
2390	57.48190		56.79640	0.17848	0.0946	0.1657	62.30
2391	57.54570		56.86700	0.17523	0.1057	0.1654	62.26
2392	57.60300		56.93660	0.17545	0.1018	0.1651	62.23
2393	57.66240		57.00560	0.16103	0.1026	0.1648	62.22
2394	57.72160		57.07010	0.18131	0.1131	0.1646	62.23
2395	57.77530		57.13840	0.16930	0.1206	0.1643	62.25
2396	57.82580		57.20460	0.17971	0.1033	0.1641	62.27
2397	57.88480		57.27240	0.17713	0.0951	0.1638	62.29
2398	57.94900		57.34000	0.17167	0.1061	0.1636	62.32
2399	58.00660		57.40530	0.17336	0.0781	0.1633	62.31
2400	58.08500		57.47060	0.17291	0.0971	0.1631	62.33
2401	58.14820		57.53500	0.15588	0.1278	0.1629	62.39
2402	58.19620		57.59350	0.16198	0.0955	0.1627	62.42
2403	58.26050		57.65320	0.16057	0.0796	0.1624	62.43
2404	58.33790		57.71340	0.14526	0.0709	0.1621	62.42
2405	58.42490		57.76890	0.13549	0.0725	0.1620	62.39
2406	58.51000		57.82030	0.15652	0.0935	0.1619	62.36
2407	58.57610		57.87930	0.16873	0.1086	0.1617	62.34
2408	58.63310		57.94380	0.15053	0.1241	0.1616	62.34
2409	58.68290		58.00250	0.20283	0.0982	0.1614	62.34
2410	58.74600		58.08010	0.16279	0.0937	0.1613	62.34
2411	58.81220		58.14470	0.12397	0.1047	0.1612	62.37
2412	58.87150		58.19360	0.16560	0.1162	0.1611	62.43
2413	58.92490		58.25680	0.19953	0.1208	0.1611	62.51
2414	58.97630		58.33280	0.22502	0.1183	0.1610	62.60
2415	59.02880		58.41830	0.22122	0.0794	0.1609	62.70
2416	59.10710		58.50280	0.17402	0.0720	0.1608	62.84
2417	59.19360		58.56930	0.15333	0.0797	0.1608	63.04
2418	59.27160		58.62540	0.13755	0.1281	0.1606	63.28
2419	59.32020		58.67470	0.17661	0.1372	0.1604	63.33
2420	59.36560		58.73630	0.18850	0.0988	0.1600	63.30
2421	59.42890		58.80380	0.17325	0.0705	0.1597	63.22
2422	59.51780		58.86600	0.16171	0.0667	0.1594	63.16
2423	59.61180		58.92140	0.16186	0.0698	0.1592	63.32
2424	59.70180		58.97210	0.17056	0.0715	0.1589	63.43
2425	59.78980		59.02450	0.25976	0.0627	0.1586	63.47
2426	59.89030		59.10190	0.29154	0.0671	0.1581	63.49
2427	59.98450		59.19010	0.26643	0.0707	0.1578	63.48
2428	60.07410		59.27040	0.15838	0.0695	0.1574	63.43
2429	60.16550		59.32080	0.22127	0.0710	0.1571	63.36
2430	60.25510		59.36840	0.31220	0.0713	0.1569	63.27
2431	60.34440	0.44850	59.43510	0.33428	0.0709	0.1567	63.17
2432	60.43450	0.47222	59.52750	0.32548	0.0705	0.1564	63.05
2433	60.52530	0.50146	59.62440	0.32561	0.0695	0.1561	62.92
2434	60.61750	0.53534	59.71740	0.37680	0.0666	0.1560	62.77
2435	60.71370	0.57033	59.81090	0.36734	0.0643	0.1557	62.61
2436	60.81350	0.60362	59.91420	0.36524	0.0626	0.1554	62.44
2437	60.91640	0.63376	60.01140	0.38577	0.0628	0.1551	62.27
2438	61.01900	0.66457	60.10530	0.39688	0.0623	0.1548	62.09
2439	61.12270	0.68755	60.20040	0.41450	0.0648	0.1545	61.92
2440	61.22260	0.71344	60.29360	0.43613	0.0677	0.1542	61.75
2441	61.31850	0.76359	60.38760	0.45902	0.0626	0.1538	61.56
2442	61.42230	0.84445	60.48270	0.48580	0.0613	0.1536	61.36
2443	61.52860	0.86669	60.57840	0.52102	0.0589	0.1532	61.15
2444	61.63930	0.91136	60.67800	0.55751	0.0619	0.1530	60.95
2445	61.74480	0.94122	60.78090	0.59444	0.0576	0.1527	60.73
2446	61.85840	0.97781	60.88810	0.62459	0.0578	0.1525	60.50
2447	61.97190	1.00380	60.99560	0.65940	0.0549	0.1522	60.26
2448	62.09160	1.03600	61.10490	0.68351	0.0557	0.1519	60.02
2449	62.20990	1.06777	61.21110	0.70760	0.0527	0.1517	59.76
2450	62.33500	1.09816	61.31240	0.75882	0.0519	0.1514	59.49
2451	62.46220	1.12401	61.42170	0.84433	0.0512	0.1510	59.20
2452	62.59140	1.14772	61.53520	0.86807	0.0525	0.1508	58.91
2453	62.71770	1.17475	61.65140	0.91641	0.0537	0.1505	58.61
2454	62.84130	1.19993	61.76510	0.94663	0.0529	0.1503	58.30
2455	62.96720	1.21742	61.88520	0.98676	0.0545	0.1500	58.01
2456	63.08950	1.23136	62.00750	1.01079	0.0594	0.1498	57.74
2457	63.20200	1.24694	62.13340	1.04851	0.0633	0.1494	57.63
2458	63.30770	1.26654	62.25850	1.07999	0.0649	0.1493	57.60
2459	63.41080	1.28772	62.38600	1.11027	0.0629	0.1490	57.57
2460	63.51740	1.29901	62.51680	1.13385	0.0628	0.1487	57.56
2461	63.62460	1.29699	62.64730	1.15812	0.0743	0.1485	57.56
2462	63.71520	1.29399	62.77380	1.18801	0.0958	0.1482	57.57
2463	63.78560	1.29741	62.90040	1.21036	0.1187	0.1480	57.59
2464	63.84260	1.30946	63.02550	1.22358	0.1191	0.1477	57.62
2465	63.89940	1.33416	63.14440	1.23803	0.0968	0.1474	57.64
2466	63.96960	1.37336	63.25520	1.25519	0.0691	0.1471	57.67
2467	64.06800	1.41742	63.36120	1.27815	0.0543	0.1468	57.70
2468	64.19330	1.45312	63.46710	1.29858	0.0477	0.1465	57.74
2469	64.33650	1.47380	63.57530	1.29951	0.0451	0.1463	57.78
2470	64.48820	1.47782	63.67410	1.29445	0.0470	0.1460	57.81
2471	64.63390	1.47986	63.75460	1.29355	0.0516	0.1458	57.84
2472	64.76690	1.48773	63.81800	1.30145	0.0528	0.1454	57.85
2473	64.89700	1.49763	63.87590	1.32031	0.0556	0.1452	57.86
2474	65.02080	1.51819	63.94130	1.35873	0.0526	0.1449	57.86
2475	65.15180	1.53968	64.03010	1.40463	0.0490	0.1447	57.85
2476	65.29290	1.55649	64.14670	1.44391	0.0469	0.1444	57.88
2477	65.44060	1.56829	64.28540	1.47128	0.0460	0.1441	57.94
2478	65.59140	1.57693	64.43530	1.47867	0.0460	0.1438	57.99
2479	65.74240	1.58025	64.58440	1.47626	0.0462	0.1437	58.03
2480	65.89310	1.57671	64.72180	1.48623	0.0510	0.1436	58.07
2481	66.02970	1.58379	64.85310	1.49061	0.0517	0.1434	58.10
2482	66.16460	1.59402	64.98010	1.51091	0.0499	0.1432	58.12
2483	66.30450	1.59908	65.10920	1.53399	0.0498	0.1430	58.14
2484	66.44500	1.59892	65.24840	1.55255	0.0521	0.1429	58.16
2485	66.57930	1.60073	65.39490	1.56554	0.0546	0.1427	58.17
2486	66.70760	1.60812	65.54640	1.57464	0.0525	0.1425	58.18
2487	66.84120	1.61202	65.69820	1.58237	0.0507	0.1423	58.19
2488	66.97970	1.60689	65.85080	1.57505	0.0534	0.1422	58.19
2489	67.11150	1.60046	65.99210	1.58057	0.0587	0.1420	58.20
2490	67.23150	1.59974	66.12890	1.59227	0.0603	0.1419	58.21
2491	67.34840	1.60466	66.26810	1.59911	0.0537	0.1417	58.22
2492	67.47980	1.60639	66.40980	1.59899	0.0486	0.1416	58.24
2493	67.62510	1.60129	66.54610	1.59871	0.0491	0.1414	58.26
2494	67.76910	1.59602	66.67710	1.60666	0.0492	0.1413	58.28
2495	67.91300	1.58965	66.80970	1.61300	0.0512	0.1412	58.32
2496	68.05130	1.58538	66.94700	1.60875	0.0509	0.1410	58.35
2497	68.19080	1.58148	67.08160	1.60109	0.0508	0.1409	58.37
2498	68.33050	1.58021	67.20480	1.59849	0.0504	0.1407	58.38
2499	68.47160	1.57796	67.32360	1.60403	0.0524	0.1405	58.37
2500	68.60730	1.57661	67.45300	1.60734	0.0547	0.1403	58.35
2501	68.73770	1.57628	67.59760	1.60223	0.0559	0.1402	58.33
2502	68.86540	1.57771	67.74330	1.59723	0.0532	0.1401	58.31
2503	68.99970	1.56163	67.88850	1.59041	0.0532	0.1399	58.29
2504	69.13400	1.54938	68.02980	1.58606	0.0648	0.1398	58.27
2505	69.24430	1.54369	68.17030	1.58165	0.0872	0.1396	58.26
2506	69.32650	1.54401	68.31190	1.58052	0.0979	0.1395	58.18
2507	69.39970	1.56226	68.45520	1.57813	0.0792	0.1393	58.08
2508	69.49030	1.56384	68.59520	1.57666	0.0456	0.1390	57.96
2509	69.64820	1.54754	68.73010	1.57616	0.0412	0.1389	57.83
2510	69.82300	1.53016	68.86100	1.57823	0.0447	0.1387	57.70
2511	69.98440	1.51445	68.99920	1.56167	0.0480	0.1386	57.56
2512	70.13490	1.50137	69.13660	1.54914	0.0534	0.1384	57.40
2513	70.27020	1.49169	69.24910	1.54345	0.0588	0.1382	57.22
2514	70.39330	1.48415	69.33310	1.54406	0.0624	0.1380	57.00
2515	70.50950	1.47714	69.41180	1.56555	0.0653	0.1379	56.79
2516	70.62050	1.47070	69.51690	1.56326	0.0711	0.1377	56.60
2517	70.72270	1.46604	69.68430	1.54321	0.0789	0.1376	56.43
2518	70.81480	1.46241	69.86110	1.52658	0.0810	0.1374	56.28
2519	70.90470	1.45914	70.02470	1.51049	0.0842	0.1372	56.15
2520	70.99120	1.45622	70.17500	1.49804	0.0866	0.1371	56.04
2521	71.07540	1.45366	70.30930	1.48909	0.0897	0.1369	55.95
2522	71.15680	1.45154	70.43280	1.48182	0.0916	0.1367	55.87
2523	71.23660	1.44947	70.54950	1.47470	0.0920	0.1366	55.82
2524	71.31620	1.44744	70.65910	1.46853	0.0945	0.1365	55.79
2525	71.39380	1.44546	70.75820	1.46465	0.0965	0.1363	55.78
2526	71.46980	1.44342	70.85040	1.46100	0.0995	0.1362	55.79
2527	71.54370	1.44153	70.93960	1.45793	0.1037	0.1361	55.81
2528	71.61450	1.43999	71.02520	1.45509	0.1073	0.1360	55.85
2529	71.68310	1.43882	71.10850	1.45271	0.1110	0.1358	55.90
2530	71.74940	1.43811	71.18940	1.45075	0.1145	0.1357	55.96
2531	71.81380	1.43747	71.26870	1.44860	0.1178	0.1356	56.03
2532	71.87640	1.43662	71.34750	1.44667	0.1212	0.1354	56.10
2533	71.93730	1.43659	71.42440	1.44467	0.1234	0.1353	56.16
2534	71.99710	1.44239	71.49950	1.44261	0.1162	0.1352	56.22
2535	72.06080	1.45052	71.57190	1.44084	0.0877	0.1351	56.26
2536	72.14530	1.46824	71.64200	1.43944	0.0731	0.1349	56.32
2537	72.24660	1.47833	71.70980	1.43843	0.0535	0.1348	56.34
2538	72.38530	1.47237	71.77530	1.43790	0.0510	0.1348	56.37
2539	72.53080	1.46060	71.83890	1.43719	0.0499	0.1347	56.42
2540	72.67960	1.44974	71.90090	1.43625	0.0522	0.1346	56.47
2541	72.82200	1.44343	71.96120	1.43682	0.0525	0.1345	56.51
2542	72.96370	1.43838	72.02240	1.44631	0.0524	0.1344	56.50
2543	73.10570	1.43365	72.09520	1.45429	0.0530	0.1343	56.50
2544	73.24630	1.42919	72.18690	1.47986	0.0542	0.1343	56.55
2545	73.38380	1.42379	72.30280	1.47689	0.0563	0.1342	56.58
2546	73.51600	1.41942	72.44420	1.46914	0.0624	0.1341	56.56
2547	73.63540	1.41435	72.59290	1.45448	0.0652	0.1340	56.52
2548	73.75000	1.40871	72.74040	1.44642	0.0847	0.1339	56.44
2549	73.83810	1.40796	72.88460	1.44113	0.0941	0.1337	56.34
2550	73.91760	1.40853	73.02990	1.43609	0.0939	0.1335	56.24
2551	73.99730	1.40879	73.17480	1.43144	0.0926	0.1334	56.12
